1,17.5982624,59.8507176,2015-11-12 14:46:00
1,17.6015471,59.8508683,2015-11-12 14:48:00
1,17.6037395,59.8524535,2015-11-12 14:50:00
1,17.5982624,59.8507176,2015-11-12 14:50:00
1,17.6015471,59.8508683,2015-11-12 14:52:00
1,17.6037395,59.8524535,2015-11-12 14:54:00
1,17.5982624,59.8507176,2015-11-12 15:26:00
1,17.6015471,59.8508683,2015-11-12 15:28:00
1,17.6037395,59.8524535,2015-11-12 15:30:00
1,17.5982624,59.8507176,2015-11-12 15:47:00
1,17.6015471,59.8508683,2015-11-12 15:49:00
1,17.6037395,59.8524535,2015-11-12 15:51:00
1,17.5982624,59.8507176,2015-11-12 15:54:00
1,17.6015471,59.8508683,2015-11-12 15:56:00
1,17.6037395,59.8524535,2015-11-12 15:58:00
1,17.6476356,59.8402173,2015-11-12 16:18:00
1,17.6511529,59.8386392,2015-11-12 16:20:00
1,17.649659,59.835713,2015-11-12 16:22:00
1,17.6500153,59.8341137,2015-11-12 16:24:00
1,17.6500192,59.8316683,2015-11-12 16:26:00
1,17.6511594,59.8289436,2015-11-12 16:28:00
1,17.6540772,59.8270317,2015-11-12 16:30:00
1,17.6584919,59.8185469,2015-11-12 16:32:00
1,17.6591888,59.8156478,2015-11-12 16:34:00
1,17.659143,59.813415,2015-11-12 16:36:00
1,17.6668168,59.8130431,2015-11-12 16:38:00
1,17.6476356,59.8402173,2015-11-12 16:27:00
1,17.6511529,59.8386392,2015-11-12 16:29:00
1,17.649659,59.835713,2015-11-12 16:31:00
1,17.6500153,59.8341137,2015-11-12 16:33:00
1,17.6500192,59.8316683,2015-11-12 16:35:00
1,17.6511594,59.8289436,2015-11-12 16:37:00
1,17.6540772,59.8270317,2015-11-12 16:39:00
1,17.6584919,59.8185469,2015-11-12 16:41:00
1,17.6591888,59.8156478,2015-11-12 16:43:00
1,17.659143,59.813415,2015-11-12 16:45:00
1,17.6668168,59.8130431,2015-11-12 16:47:00
1,17.6476356,59.8402173,2015-11-12 16:35:00
